User_ID,Experience_Level,Category,Platform,Enrollment_Date,Completion_Date,Hours_Spent_Per_Week,Course_Duration_Weeks,Videos_Watched,Assignments_Submitted,Quiz_Score,Engagement_Score,Completion_Status,Completion_Percentage,Certificate_Issued,Dropout_Reason,Satisfaction_Score
U0472,Working Professional,Tableau,Coursera,02/10/2024,,14,2,25,2,31,74,In Progress,44,No,No Dropout,3
U0473,Fresher,Python,Skillshare,03/17/2025,05/01/2025,13,15,93,7,97,79,Completed,55,Yes,No Dropout,5
U0474,Working Professional,Machine Learning,edX,11/13/2024,,13,12,37,0,59,33,Dropped,26,No,No Dropout,1
U0475,Fresher,SQL,Coursera,04/26/2025,,5,14,27,2,46,47,In Progress,48,No,No Dropout,4
U0476,Working Professional,Power BI,Udemy,08/12/2024,11/08/2024,20,15,78,10,75,83,Completed,44,Yes,No Dropout,5
U0477,Fresher,Power BI,Skillshare,01/13/2025,,18,2,16,3,46,75,In Progress,43,No,No Dropout,4
U0478,Student,Data Science,YouTube,06/01/2024,09/27/2024,3,13,116,8,93,90,Completed,72,Yes,No Dropout,4
U0479,Student,SQL,YouTube,08/11/2024,,8,13,19,3,47,12,Dropped,36,No,Time Constraint,2
U0480,Fresher,Artificial Intelligence,edX,06/09/2024,,11,16,40,0,34,11,Dropped,33,No,Lost Interest,3
U0481,Working Professional,Python,Udemy,12/29/2024,,15,18,12,1,27,43,Dropped,5,No,Time Constraint,3
U0482,Student,Artificial Intelligence,edX,02/08/2024,04/08/2024,17,11,90,10,89,100,Completed,51,Yes,No Dropout,4
U0483,Working Professional,Python,Skillshare,04/09/2024,07/04/2024,13,18,75,9,86,97,Completed,78,Yes,No Dropout,5
U0484,Working Professional,Python,YouTube,06/27/2024,,2,11,12,5,63,69,In Progress,47,No,No Dropout,4
U0485,Student,Statistics,edX,01/02/2024,,5,23,23,2,54,39,Dropped,10,No,No Dropout,2
U0486,Student,Machine Learning,YouTube,08/25/2024,12/04/2024,7,5,118,10,83,99,Completed,50,Yes,No Dropout,5
U0487,Fresher,Tableau,Coursera,07/14/2024,,10,9,40,0,41,12,Dropped,10,No,Time Constraint,1
U0488,Student,Machine Learning,YouTube,10/06/2024,11/14/2024,16,12,82,7,74,97,Completed,96,Yes,No Dropout,4
U0489,Student,Tableau,YouTube,11/29/2024,01/21/2025,20,5,119,7,87,95,Completed,48,Yes,No Dropout,5
U0490,Working Professional,Data Science,Coursera,05/03/2025,,18,24,50,3,47,63,In Progress,70,No,No Dropout,3
U0491,Fresher,Statistics,Coursera,10/24/2024,,9,10,48,2,43,53,In Progress,85,No,No Dropout,4
U0492,Fresher,Data Science,Skillshare,06/26/2024,,8,14,27,2,39,68,In Progress,63,No,No Dropout,4
U0493,Working Professional,Statistics,edX,02/08/2025,05/24/2025,18,20,109,8,75,82,Completed,81,Yes,No Dropout,4
U0494,Working Professional,Data Science,edX,12/12/2024,03/11/2025,6,7,71,7,91,85,Completed,63,Yes,No Dropout,5
U0495,Student,Machine Learning,Skillshare,03/10/2025,,10,6,46,3,64,75,In Progress,100,No,No Dropout,4
U0496,Working Professional,Machine Learning,Coursera,06/10/2024,,13,7,22,2,33,48,In Progress,47,No,No Dropout,3
U0497,Working Professional,SQL,Skillshare,03/11/2025,,1,7,28,0,34,70,In Progress,76,No,No Dropout,3
U0498,Fresher,Artificial Intelligence,Udemy,06/09/2024,,2,16,32,5,47,56,In Progress,88,No,No Dropout,3
U0499,Working Professional,Tableau,Skillshare,01/04/2025,,7,23,13,1,36,11,Dropped,7,No,No Dropout,3
U0500,Working Professional,Data Science,Coursera,02/28/2024,,6,22,29,0,52,59,In Progress,85,No,No Dropout,4
